2010_09_,15:55:39,Time,Act Y Acc X,Act Y Acc Y,Act Y Acc Z,Act X Acc X,Act X Acc Y,Act X Acc Z
2010_09_,16:11:00,Time,Act Y Acc X,Act Y Acc Y,Act Y Acc Z,Act X Acc X,Act X Acc Y,Act X Acc Z
2010_09_,16:42:08,Time,Act Y Acc X,Act Y Acc Y,Act Y Acc Z,Act X Acc X,Act X Acc Y,Act X Acc Z
2010_09_,16:51:27,Time,Act Y Acc X,Act Y Acc Y,Act Y Acc Z,Act X Acc X,Act X Acc Y,Act X Acc Z
2010_09_,18:08:09,Time,Act Y Acc X,Act Y Acc Y,Act Y Acc Z,Act X Acc X,Act X Acc Y,Act X Acc Z
